no,timestamp,teks,teks_processed,ground_truth_mean,ground_truth_scaled,sd_annotator,ground_truth_category,tokens,matched_words,unmatched_words
8132,2017-02-06T04:20:27.000Z,Panja Komisi VIII DPR RI RUU ttg Penyelenggaraan Ibadah Haji dan Umrah RDP Kepala Pusat Kesehatan Haji Kemenkes Dipimpin Deding Ishak,panja komisi VII DPR RI RUU tentang penyelenggaraan ibadah haji dan umrah RDP kepala pusat sehat haji kemenkes kepemimpinan deding ishak,0.0,0.0,0.0,neutral,"['panja', 'komisi', 'VII', 'DPR', 'RI', 'RUU', 'tentang', 'penyelenggaraan', 'ibadah', 'haji', 'dan', 'umrah', 'RDP', 'kepala', 'pusat', 'sehat', 'haji', 'kemenkes', 'kepemimpinan', 'deding', 'ishak']","['panja', 'komisi', 'VII', 'DPR', 'RI', 'RUU', 'tentang', 'penyelenggaraan', 'ibadah', 'RDP', 'kepala', 'pusat', 'sehat', 'kepemimpinan']","['haji', 'dan', 'umrah', 'haji', 'kemenkes', 'deding', 'ishak']"
8171,2017-02-01T02:14:23.000Z,Mari bersama cegah korupsi! karya,mari sama cegah korupsi ! karya,0.8,0.2,0.4472135954999579,positive,"['mari', 'sama', 'cegah', 'korupsi', '!', 'karya']","['mari', 'sama', 'cegah', 'korupsi', 'karya']",['!']
8182,2017-01-31T07:08:16.000Z,Anggota DPR Kebijakan Trump Menodai Citra AS,anggota DPR kebijakan trump noda citra AS,-0.4,-0.1,0.8944271909999161,negative,"['anggota', 'DPR', 'kebijakan', 'trump', 'noda', 'citra', 'AS']","['anggota', 'DPR', 'kebijakan', 'noda', 'citra']","['trump', 'AS']"
8190,2017-01-31T04:51:42.000Z,Reses Anggota DPR RI Venna Melinda SE via,reses anggota DPR RI venna melinda SE via,0.0,0.0,0.0,neutral,"['reses', 'anggota', 'DPR', 'RI', 'venna', 'melinda', 'SE', 'via']","['reses', 'anggota', 'DPR', 'RI']","['venna', 'melinda', 'SE', 'via']"
8201,2017-01-30T13:48:42.000Z,Wacana Penambahan Jumlah Anggota DPR RI Ini Kata Ketua Pansus RUU Pemilu Lukman Edy Go Riau,wacana tambah jumlah anggota DPR RI ini kata ketua pansus RUU pemilu lukman edy go riau,-0.4,-0.1,0.5477225575051662,negative,"['wacana', 'tambah', 'jumlah', 'anggota', 'DPR', 'RI', 'ini', 'kata', 'ketua', 'pansus', 'RUU', 'pemilu', 'lukman', 'edy', 'go', 'riau']","['wacana', 'tambah', 'anggota', 'DPR', 'RI', 'kata', 'ketua', 'pansus', 'RUU', 'pemilu', 'riau']","['jumlah', 'ini', 'lukman', 'edy', 'go']"
8247,2017-01-25T18:25:32.000Z,Memberikan masukan penyusunan RUU Migas,beri masuk susun RUU migas,0.0,0.0,0.0,neutral,"['beri', 'masuk', 'susun', 'RUU', 'migas']","['beri', 'masuk', 'RUU', 'migas']",['susun']
8288,2017-01-24T16:23:12.000Z,Bendera Merah Putih Dan Kalimat Tauhid Pada Rapat Paripurna DPR RI ke via,bendera merah putih dan kalimat tauhid pada rapat paripurna DPR RI ke via,0.0,0.0,0.0,neutral,"['bendera', 'merah', 'putih', 'dan', 'kalimat', 'tauhid', 'pada', 'rapat', 'paripurna', 'DPR', 'RI', 'ke', 'via']","['bendera', 'merah', 'putih', 'kalimat', 'rapat', 'paripurna', 'DPR', 'RI']","['dan', 'tauhid', 'ke', 'via']"
8309,2017-01-24T07:14:38.000Z,Bab Larangan dalam RUU Larangan Minol Belum Capai Titik Temu,bab larang dalam RUU larang mol belum capai titik temu,-0.6,-0.15,0.5477225575051662,negative,"['bab', 'larang', 'dalam', 'RUU', 'larang', 'mol', 'belum', 'capai', 'titik', 'temu']","['bab', 'larang', 'dalam', 'RUU', 'larang', 'capai', 'titik', 'temu']","['mol', 'belum']"
8329,2017-01-24T02:29:50.000Z,Nah! Kebijakan bermutu bermanfaat perlindungan bangsa,nah ! kebijakan mutu manfaat lindung bangsa,1.6,0.4,0.5477225575051661,positive,"['nah', '!', 'kebijakan', 'mutu', 'manfaat', 'lindung', 'bangsa']","['kebijakan', 'mutu', 'manfaat', 'lindung']","['nah', '!', 'bangsa']"
8336,2017-01-24T00:04:09.000Z,Selamat pagi Jadwal Rapat Selasa Januari RAPAT PARIPURNA DPR RI KE MS III TS Pukul,selamat pagi jadwal rapat selasa januari RAPAT PARIPURNA DPR RI KE MASIH II TS pukul,0.0,0.0,0.0,neutral,"['selamat', 'pagi', 'jadwal', 'rapat', 'selasa', 'januari', 'RAPAT', 'PARIPURNA', 'DPR', 'RI', 'KE', 'MASIH', 'II', 'TS', 'pukul']","['selamat', 'pagi', 'rapat', 'selasa', 'januari', 'RAPAT', 'PARIPURNA', 'DPR', 'RI', 'MASIH', 'II', 'pukul']","['jadwal', 'KE', 'TS']"
8389,2017-01-16T11:46:42.000Z,Wakhhhh masih belum juga Giliran antrian yaa ?,wakhh masih belum juga gilir antri ya ?,-1.2,-0.3,0.4472135954999579,negative,"['wakhh', 'masih', 'belum', 'juga', 'gilir', 'antri', 'ya', '?']",['masih'],"['wakhh', 'belum', 'juga', 'gilir', 'antri', '?']"
8553,2018-12-29T00:14:21.000Z,Udah seharusnya gtu mbak jgn lagi ada wakil rakyat yg sukanya ngeHoax Bukan sibuk ngurusi RUU ini malah sibuk ngurusi kepentingan parpol dan Perutnya SenayanGantiPolaPikir,sudah harus begitu mbak jangan lagi ada wakil rakyat yang suka ngehoax bukan sibuk ngurusi RUU ini malah sibuk ngurusi penting parpol dan perut senayangantipolapikir,-2.4,-0.6,0.5477225575051661,negative,"['sudah', 'harus', 'begitu', 'mbak', 'jangan', 'lagi', 'ada', 'wakil', 'rakyat', 'yang', 'suka', 'ngehoax', 'bukan', 'sibuk', 'ngurusi', 'RUU', 'ini', 'malah', 'sibuk', 'ngurusi', 'penting', 'parpol', 'dan', 'perut', 'senayangantipolapikir']","['lagi', 'ada', 'wakil', 'rakyat', 'suka', 'ngehoax', 'sibuk', 'RUU', 'sibuk', 'penting', 'parpol', 'perut', 'senayangantipolapikir']","['begitu', 'mbak', 'ngurusi', 'ini', 'malah', 'ngurusi', 'dan']"
8558,2018-12-28T10:54:52.000Z,Sebuah NGO berikrar mengadakan kempen bergerak seluruh negara untuk menyemarakkan sokongan orang ramai bagi petisyen Penggubalan Undang Undang Anti Lompat dan Peruntukan Kewangan Setara Wakil Rakyat Pengerusi,buah NGO ikrar ada kempen gerak seluruh negara untuk semarak sokong orang ramai bagi petisyen gubal undang undang anti lompat dan untuk wang tara wakil rakyat pengerusi,0.8,0.2,0.447213595499958,positive,"['buah', 'NGO', 'ikrar', 'ada', 'kempen', 'gerak', 'seluruh', 'negara', 'untuk', 'semarak', 'sokong', 'orang', 'ramai', 'bagi', 'petisyen', 'gubal', 'undang', 'undang', 'anti', 'lompat', 'dan', 'untuk', 'wang', 'tara', 'wakil', 'rakyat', 'pengerusi']","['buah', 'NGO', 'ada', 'seluruh', 'negara', 'semarak', 'sokong', 'orang', 'ramai', 'bagi', 'petisyen', 'undang', 'undang', 'anti', 'tara', 'wakil', 'rakyat', 'pengerusi']","['ikrar', 'kempen', 'gerak', 'untuk', 'gubal', 'lompat', 'dan', 'untuk', 'wang']"
8588,2018-12-24T10:41:22.000Z,Ga punya buktinya ga faham alur kebijakan Negara yg melibatkan Parpol Legislatornya itu aja dah ketahuan Anggota DPR yg suka nyinyir OTAKNYA MATI krn mrk sama sling menyetujui trus Anggota DPR yg tolol personal pada protes Artinya banyak Anggota DPR Goblok bin Tolol,tidak punya bukti tidak faham alur kebijakan negara yang libat parpol legislator itu saja deh tahu anggota DPR yang suka nyinyir OTAK MATI karena mereka sama saling tuju terus anggota DPR yang tolol personal pada protesan arti banyak anggota DPR goblok bin tolol,-4.0,-1.0,0.0,negative,"['tidak', 'punya', 'bukti', 'tidak', 'faham', 'alur', 'kebijakan', 'negara', 'yang', 'libat', 'parpol', 'legislator', 'itu', 'saja', 'deh', 'tahu', 'anggota', 'DPR', 'yang', 'suka', 'nyinyir', 'OTAK', 'MATI', 'karena', 'mereka', 'sama', 'saling', 'tuju', 'terus', 'anggota', 'DPR', 'yang', 'tolol', 'personal', 'pada', 'protesan', 'arti', 'banyak', 'anggota', 'DPR', 'goblok', 'bin', 'tolol']","['punya', 'bukti', 'alur', 'kebijakan', 'negara', 'parpol', 'legislator', 'saja', 'tahu', 'anggota', 'DPR', 'suka', 'nyinyir', 'OTAK', 'MATI', 'mereka', 'sama', 'tuju', 'anggota', 'DPR', 'tolol', 'arti', 'banyak', 'anggota', 'DPR', 'goblok', 'tolol']","['faham', 'libat', 'deh', 'saling', 'terus', 'personal', 'protesan', 'bin']"
8592,2018-12-24T09:04:26.000Z,this NGO rakyat dah menyampah,this NGO rakyat deh sampah,-1.0,-0.25,1.4142135623730951,negative,"['this', 'NGO', 'rakyat', 'deh', 'sampah']","['NGO', 'rakyat', 'sampah']","['this', 'deh']"
8621,2018-12-21T21:19:08.000Z,UU ITE? Dari DPR RI UU Tipikor? Dari DPR RI RUU Pesantren dan Pendidikan Agama CMIIW ? Dari DPR RI juga Mulai sadar yg bikin kacau negara siapa?,UU ITE ? dari DPR RI UU tipikor ? dari DPR RI RUU pesantren dan didik agama CMIIW ? dari DPR RI juga mulai sadar yang bikin kacau negara siapa ?,-3.4,-0.85,0.8944271909999159,negative,"['UU', 'ITE', '?', 'dari', 'DPR', 'RI', 'UU', 'tipikor', '?', 'dari', 'DPR', 'RI', 'RUU', 'pesantren', 'dan', 'didik', 'agama', 'CMIIW', '?', 'dari', 'DPR', 'RI', 'juga', 'mulai', 'sadar', 'yang', 'bikin', 'kacau', 'negara', 'siapa', '?']","['UU', 'ITE', 'DPR', 'RI', 'UU', 'tipikor', 'DPR', 'RI', 'RUU', 'pesantren', 'didik', 'agama', 'DPR', 'RI', 'mulai', 'sadar', 'kacau', 'negara']","['?', '?', 'dan', 'CMIIW', '?', 'juga', 'bikin', '?']"
8622,2018-12-21T21:19:07.000Z,Anggota DPR RI tuh ada orang semua dipilih langsung oleh masyarakat atau dari partai dan mereka yang juga ikut serta menjalankan negara ini lewat fungsi legislatif Mereka yang bikin hukum dan undang undang coy!!,anggota DPR RI tuh ada orang semua pilih langsung oleh masyarakat atau dari partai dan mereka yang juga ikut serta jalan negara ini lewat fungsi legislatif mereka yang bikin hukum dan undang undang coy ! !,0.2,0.05,0.447213595499958,positive,"['anggota', 'DPR', 'RI', 'tuh', 'ada', 'orang', 'semua', 'pilih', 'langsung', 'oleh', 'masyarakat', 'atau', 'dari', 'partai', 'dan', 'mereka', 'yang', 'juga', 'ikut', 'serta', 'jalan', 'negara', 'ini', 'lewat', 'fungsi', 'legislatif', 'mereka', 'yang', 'bikin', 'hukum', 'dan', 'undang', 'undang', 'coy', '!', '!']","['anggota', 'DPR', 'RI', 'ada', 'orang', 'semua', 'pilih', 'langsung', 'masyarakat', 'partai', 'mereka', 'ikut', 'serta', 'negara', 'lewat', 'fungsi', 'legislatif', 'mereka', 'hukum', 'undang', 'undang']","['tuh', 'atau', 'dan', 'juga', 'jalan', 'ini', 'bikin', 'dan', 'coy', '!', '!']"
8640,2018-12-20T12:00:33.000Z,RUU PKS apa kabar????,RUU PKS apa kabar ? ?,-0.8,-0.2,0.4472135954999579,negative,"['RUU', 'PKS', 'apa', 'kabar', '?', '?']","['RUU', 'PKS', 'kabar']","['?', '?']"
8726,2018-12-15T04:22:41.000Z,Wakil Ketua Komisi VIII DPR RI Tubagus Ace Hasan mengatakan DPR siap melaksanakan putusan MK untuk mengubah Undang Undang Perkawinan dengan tenggat waktu tiga tahun Namun ia belum bisa memastikan kapan pembahasan revisi UU tersebut bisa selesai InfoSonora,wakil ketua komisi VII DPR RI tubagus ace hasan kata DPR siap laksana keputusan MAKA untuk ubah undang undang kawin dengan tenggat waktu tiga tahun tetapi ia belum dapat pasti kapan bahas revisi UU sebut dapat selesai infosonora,0.6,0.15,0.5477225575051662,positive,"['wakil', 'ketua', 'komisi', 'VII', 'DPR', 'RI', 'tubagus', 'ace', 'hasan', 'kata', 'DPR', 'siap', 'laksana', 'keputusan', 'MAKA', 'untuk', 'ubah', 'undang', 'undang', 'kawin', 'dengan', 'tenggat', 'waktu', 'tiga', 'tahun', 'tetapi', 'ia', 'belum', 'dapat', 'pasti', 'kapan', 'bahas', 'revisi', 'UU', 'sebut', 'dapat', 'selesai', 'infosonora']","['wakil', 'ketua', 'komisi', 'VII', 'DPR', 'RI', 'hasan', 'kata', 'DPR', 'siap', 'keputusan', 'undang', 'undang', 'tenggat', 'waktu', 'tahun', 'dapat', 'pasti', 'bahas', 'revisi', 'UU', 'dapat', 'selesai']","['tubagus', 'ace', 'laksana', 'MAKA', 'untuk', 'ubah', 'kawin', 'dengan', 'tiga', 'tetapi', 'ia', 'belum', 'kapan', 'sebut', 'infosonora']"
8747,2018-12-14T04:45:46.000Z,MK Kabulkan Gugatan Batas Usia DPR Diminta Segera Revisi UU Perkawinan Usia minimal perkawinan itu harus diharmonisasikan dengan usia anak dalam undang undang perlindungan anak PerkawinanAnak,MAKA kabul penggugatan batas usia DPR minta segera revisi UU kawin usia minimal kawin itu harus harmonisasi dengan usia anak dalam undang undang lindung anak perkawinananak,-0.2,-0.05,0.8366600265340756,negative,"['MAKA', 'kabul', 'penggugatan', 'batas', 'usia', 'DPR', 'minta', 'segera', 'revisi', 'UU', 'kawin', 'usia', 'minimal', 'kawin', 'itu', 'harus', 'harmonisasi', 'dengan', 'usia', 'anak', 'dalam', 'undang', 'undang', 'lindung', 'anak', 'perkawinananak']","['batas', 'DPR', 'minta', 'segera', 'revisi', 'UU', 'minimal', 'harmonisasi', 'anak', 'dalam', 'undang', 'undang', 'lindung', 'anak']","['MAKA', 'kabul', 'penggugatan', 'usia', 'kawin', 'usia', 'kawin', 'dengan', 'usia', 'perkawinananak']"
8762,2018-12-13T12:28:34.000Z,Mahkamah Konstitusi MK memberi tenggat waktu tiga tahun kepada DPR RI untuk mengubah ketentuan batas usia menikah yang diatur dalam Pasal Ayat Undang Undang UU Nomor Tahun,mahkamah konstitusi MAKA beri tenggat waktu tiga tahun kepada DPR RI untuk ubah tentu batas usia meni yang pengaturan dalam pasal ayat undang undang UU nomor tahun,0.0,0.0,0.0,neutral,"['mahkamah', 'konstitusi', 'MAKA', 'beri', 'tenggat', 'waktu', 'tiga', 'tahun', 'kepada', 'DPR', 'RI', 'untuk', 'ubah', 'tentu', 'batas', 'usia', 'meni', 'yang', 'pengaturan', 'dalam', 'pasal', 'ayat', 'undang', 'undang', 'UU', 'nomor', 'tahun']","['mahkamah', 'konstitusi', 'beri', 'tenggat', 'waktu', 'tahun', 'kepada', 'DPR', 'RI', 'tentu', 'batas', 'meni', 'pengaturan', 'dalam', 'pasal', 'ayat', 'undang', 'undang', 'UU', 'tahun']","['MAKA', 'tiga', 'untuk', 'ubah', 'usia', 'nomor']"
8770,2018-12-13T10:26:58.000Z,kom Penanya mahasiswa IPB ttg kebijakan impor ketergantungan impor merupakan kebijakan yg ada setiap tahun dmn komoditas pangan impor nah yg ingin sy tanyakan kpd anggota DPR apakah impor memang perlu dilakukan?,kom pena mahasiswa IPB tentang kebijakan impor gantung impor rupa kebijakan yang ada tiap tahun mana komoditas pangan impor nah yang ingin saya tanya kepada anggota DPR apakah impor memang perlu pelaksanaan ?,0.0,0.0,0.0,neutral,"['kom', 'pena', 'mahasiswa', 'IPB', 'tentang', 'kebijakan', 'impor', 'gantung', 'impor', 'rupa', 'kebijakan', 'yang', 'ada', 'tiap', 'tahun', 'mana', 'komoditas', 'pangan', 'impor', 'nah', 'yang', 'ingin', 'saya', 'tanya', 'kepada', 'anggota', 'DPR', 'apakah', 'impor', 'memang', 'perlu', 'pelaksanaan', '?']","['mahasiswa', 'tentang', 'kebijakan', 'impor', 'gantung', 'impor', 'rupa', 'kebijakan', 'ada', 'tahun', 'komoditas', 'pangan', 'impor', 'tanya', 'kepada', 'anggota', 'DPR', 'impor', 'memang', 'perlu', 'pelaksanaan']","['kom', 'pena', 'IPB', 'tiap', 'mana', 'nah', 'ingin', 'apakah', '?']"
8823,2018-12-10T10:15:31.000Z,Korupsi yang melibatkan banyak wakil rakyat selain di Sumatera Utara juga terjadi di Kota Malang Jawa Timur Sebanyak dari anggota DPRD Kota Malang terjerat kasus korupsi pengesahan APBD HariAntiKorupsi,korupsi yang libat banyak wakil rakyat selain di sumatera utara juga jadi di kota malang jawa timur banyak dari anggota DPRD kota malang jerat kasus korupsi pengesahan APBD hariantikorupsi,-2.4,-0.6,1.3416407864998738,negative,"['korupsi', 'yang', 'libat', 'banyak', 'wakil', 'rakyat', 'selain', 'di', 'sumatera', 'utara', 'juga', 'jadi', 'di', 'kota', 'malang', 'jawa', 'timur', 'banyak', 'dari', 'anggota', 'DPRD', 'kota', 'malang', 'jerat', 'kasus', 'korupsi', 'pengesahan', 'APBD', 'hariantikorupsi']","['korupsi', 'banyak', 'wakil', 'rakyat', 'sumatera', 'jadi', 'kota', 'malang', 'jawa', 'banyak', 'anggota', 'DPRD', 'kota', 'malang', 'kasus', 'korupsi', 'pengesahan', 'APBD', 'hariantikorupsi']","['libat', 'selain', 'di', 'utara', 'juga', 'di', 'timur', 'jerat']"
8827,2018-12-10T09:12:02.000Z,pilih wakil rakyat gak cukup krn populeritas mereka apalgi mereka artis blm pernah terbukti wakil rakyat dri artis mereka bisa memahami aspirasi rakyat pilih wakil yg cerdas dan berkualitas serta muslim dan soleh kaya bang fahri dan uni fahira idris,pilih wakil rakyat tidak cukup karena populeritas mereka apalagi mereka artis belum pernah bukti wakil rakyat dari artis mereka dapat paham aspirasi rakyat pilih wakil yang cerdas dan kualitas serta muslim dan soleh seperti bang fahri dan uni fahira idris,0.4,0.1,0.8944271909999159,positive,"['pilih', 'wakil', 'rakyat', 'tidak', 'cukup', 'karena', 'populeritas', 'mereka', 'apalagi', 'mereka', 'artis', 'belum', 'pernah', 'bukti', 'wakil', 'rakyat', 'dari', 'artis', 'mereka', 'dapat', 'paham', 'aspirasi', 'rakyat', 'pilih', 'wakil', 'yang', 'cerdas', 'dan', 'kualitas', 'serta', 'muslim', 'dan', 'soleh', 'seperti', 'bang', 'fahri', 'dan', 'uni', 'fahira', 'idris']","['pilih', 'wakil', 'rakyat', 'cukup', 'mereka', 'mereka', 'artis', 'bukti', 'wakil', 'rakyat', 'artis', 'mereka', 'dapat', 'aspirasi', 'rakyat', 'pilih', 'wakil', 'kualitas', 'serta', 'muslim', 'soleh', 'seperti', 'bang']","['populeritas', 'apalagi', 'belum', 'pernah', 'paham', 'cerdas', 'dan', 'dan', 'fahri', 'dan', 'uni', 'fahira', 'idris']"
8843,2018-12-09T10:53:48.000Z,Alasan reses kerap digunakan oleh para anggota DPR RI atas rendahnya kinerja mereka dan atas seringnya terjadi bolos hampir disetiap sidang yang disorot publik Sedangkan hampir seluruh rakyat Indonesia mengaku tak pernah dikunjungi dalam kegiatan reses PSIbersihbersihDPR,alas reses kerap penggunaan oleh para anggota DPR RI atas rendah kerja mereka dan atas sering jadi bolos hampir tiap sidang yang sorot publik sedang hampir seluruh rakyat indonesia aku tak pernah kunjung dalam giat reses psibersihbersihdpr,-3.4,-0.85,0.8944271909999159,negative,"['alas', 'reses', 'kerap', 'penggunaan', 'oleh', 'para', 'anggota', 'DPR', 'RI', 'atas', 'rendah', 'kerja', 'mereka', 'dan', 'atas', 'sering', 'jadi', 'bolos', 'hampir', 'tiap', 'sidang', 'yang', 'sorot', 'publik', 'sedang', 'hampir', 'seluruh', 'rakyat', 'indonesia', 'aku', 'tak', 'pernah', 'kunjung', 'dalam', 'giat', 'reses', 'psibersihbersihdpr']","['reses', 'penggunaan', 'para', 'anggota', 'DPR', 'RI', 'atas', 'rendah', 'kerja', 'mereka', 'atas', 'sering', 'jadi', 'bolos', 'sidang', 'publik', 'seluruh', 'rakyat', 'indonesia', 'kunjung', 'dalam', 'reses', 'psibersihbersihdpr']","['alas', 'kerap', 'dan', 'hampir', 'tiap', 'sorot', 'sedang', 'hampir', 'tak', 'pernah', 'giat']"
8912,2018-12-05T22:30:36.000Z,Pimpinan KPK usul anggota DPR tak digaji,kepemimpinan KPK usul anggota DPR tak gaji,-1.6,-0.4,0.8944271909999161,negative,"['kepemimpinan', 'KPK', 'usul', 'anggota', 'DPR', 'tak', 'gaji']","['kepemimpinan', 'KPK', 'usul', 'anggota', 'DPR', 'gaji']",['tak']
8930,2018-12-05T08:06:20.000Z,Setiap anggota DPR dibantu tenaga ahli dan asisten pribadi Artinya di gedung DPR itu ada anggota DPR plus orang yang membantu Tapi tahun lalu saja dari target menyelesaikan RUU cuma RUU disahkan TemanRakyat,tiap anggota DPR bantu tenaga ahli dan asisten pribadi arti di gedung DPR itu ada anggota DPR plus orang yang bantu tetapi tahun lalu saja dari target selesai RUU cuma RUU sah temanrakyat,-2.8,-0.7,0.4472135954999578,negative,"['tiap', 'anggota', 'DPR', 'bantu', 'tenaga', 'ahli', 'dan', 'asisten', 'pribadi', 'arti', 'di', 'gedung', 'DPR', 'itu', 'ada', 'anggota', 'DPR', 'plus', 'orang', 'yang', 'bantu', 'tetapi', 'tahun', 'lalu', 'saja', 'dari', 'target', 'selesai', 'RUU', 'cuma', 'RUU', 'sah', 'temanrakyat']","['anggota', 'DPR', 'bantu', 'tenaga', 'arti', 'gedung', 'DPR', 'ada', 'anggota', 'DPR', 'plus', 'orang', 'bantu', 'tahun', 'lalu', 'saja', 'target', 'selesai', 'RUU', 'cuma', 'RUU', 'temanrakyat']","['tiap', 'ahli', 'dan', 'asisten', 'pribadi', 'di', 'tetapi', 'sah']"
8965,2018-12-04T02:48:11.000Z,kebijakan sesat yg keluar dari gerombolan kalap kesetanan RejimBedebah itu udah gak aneh bagi yg paham sebab antara pemegang Kursi Kebaikan dan pendukung Kezoliman terdapat selisih yg signifikan maka smtr waktu mao tak mau ntar Baiknya GantiPresiden n GantiALeg,kebijakan sesat yang keluar dari gerombol kalap setan rejimbedebah itu sudah tidak aneh bagi yang paham karena antara pegang kursi baik dan dukungan kezoliman dapat selisih yang signifikan maka smtr waktu mau tak mau entar baik gantipresiden n gantialeg,-3.6,-0.9,0.5477225575051661,negative,"['kebijakan', 'sesat', 'yang', 'keluar', 'dari', 'gerombol', 'kalap', 'setan', 'rejimbedebah', 'itu', 'sudah', 'tidak', 'aneh', 'bagi', 'yang', 'paham', 'karena', 'antara', 'pegang', 'kursi', 'baik', 'dan', 'dukungan', 'kezoliman', 'dapat', 'selisih', 'yang', 'signifikan', 'maka', 'smtr', 'waktu', 'mau', 'tak', 'mau', 'entar', 'baik', 'gantipresiden', 'n', 'gantialeg']","['kebijakan', 'sesat', 'keluar', 'gerombol', 'kalap', 'setan', 'rejimbedebah', 'aneh', 'bagi', 'pegang', 'kursi', 'baik', 'dukungan', 'kezoliman', 'dapat', 'selisih', 'waktu', 'mau', 'mau', 'baik', 'gantialeg']","['paham', 'antara', 'dan', 'signifikan', 'maka', 'smtr', 'tak', 'entar', 'gantipresiden', 'n']"
9013,2018-11-30T08:13:31.000Z,Diah Pitaloka Anggota Panja RUU Penghapusan Kekerasan Seksual Komisi VIII DPR RI mengajak peserta yang hadir serta berbagai pihak utk terus melakukan strategi advokasi memperjuangkan pengesahan RUU P KS GerakBersama SahkanRUUPKS AkhiriKekerasanSeksual HAKTP,diah pitaloka anggota panja RUU hapus keras seksual komisi VII DPR RI ajak serta yang hadir serta bagai pihak untuk terus pelaksanaan strategi advokasi juang pengesahan RUU p KS gerakbersama sahkanruupks akhirikekerasanseksual HAKTP,1.0,0.25,0.0,positive,"['diah', 'pitaloka', 'anggota', 'panja', 'RUU', 'hapus', 'keras', 'seksual', 'komisi', 'VII', 'DPR', 'RI', 'ajak', 'serta', 'yang', 'hadir', 'serta', 'bagai', 'pihak', 'untuk', 'terus', 'pelaksanaan', 'strategi', 'advokasi', 'juang', 'pengesahan', 'RUU', 'p', 'KS', 'gerakbersama', 'sahkanruupks', 'akhirikekerasanseksual', 'HAKTP']","['anggota', 'panja', 'RUU', 'hapus', 'seksual', 'komisi', 'VII', 'DPR', 'RI', 'ajak', 'serta', 'hadir', 'serta', 'pihak', 'pelaksanaan', 'strategi', 'advokasi', 'juang', 'pengesahan', 'RUU', 'sahkanruupks', 'akhirikekerasanseksual']","['diah', 'pitaloka', 'keras', 'bagai', 'untuk', 'terus', 'p', 'KS', 'gerakbersama', 'HAKTP']"
9016,2018-11-30T02:00:54.000Z,Kenapa Saya Menyuarakan Kepada Anggota Supaya Membuat RUU HUKUMAN MATI BAGI TERSANGKA KORUPTOR Kok Gak Ada Yg Mendukung Saya Sama Sekali Ya Tp knp Klu gantipresiden banyak PEJABAT YG MENDUKUNG ? JokowiMembangunIndonesia PrabowoSandi,kenapa saya suara kepada anggota supaya buat RUU HUKUM MATI BAGI SANGKA KORUPTOR kok tidak ada yang dukungan saya sama sekali ya tetapi kenapa jika gantipresiden banyak JABATAN YANG DUKUNGAN ? jokowimembangunindonesia prabowosandi,-1.6,-0.4,0.5477225575051661,negative,"['kenapa', 'saya', 'suara', 'kepada', 'anggota', 'supaya', 'buat', 'RUU', 'HUKUM', 'MATI', 'BAGI', 'SANGKA', 'KORUPTOR', 'kok', 'tidak', 'ada', 'yang', 'dukungan', 'saya', 'sama', 'sekali', 'ya', 'tetapi', 'kenapa', 'jika', 'gantipresiden', 'banyak', 'JABATAN', 'YANG', 'DUKUNGAN', '?', 'jokowimembangunindonesia', 'prabowosandi']","['suara', 'kepada', 'anggota', 'supaya', 'buat', 'RUU', 'HUKUM', 'MATI', 'BAGI', 'SANGKA', 'KORUPTOR', 'ada', 'dukungan', 'sama', 'sekali', 'banyak', 'JABATAN', 'DUKUNGAN', 'jokowimembangunindonesia', 'prabowosandi']","['kenapa', 'kok', 'tetapi', 'kenapa', 'jika', 'gantipresiden', '?']"
9034,2018-11-28T12:35:14.000Z,Hari ini menggelar Rapat Kerja bersama Kemenkes Kemdagri Kemristek Dikti Kemenpan RB Kemenkumham dan membahas DIM RUU tentang Kebidanan terkait Konsil Kebidanan di Ruang Rapat Komisi IX DPR RI Jakarta,hari ini gelar rapat kerja sama kemenkes kemdagri kemristek dikti kemenpan RIBU kemenkumham dan bahas DIM RUU tentang bidan kait konsil bidan di ruang rapat komisi IX DPR RI jakarta,0.0,0.0,0.0,neutral,"['hari', 'ini', 'gelar', 'rapat', 'kerja', 'sama', 'kemenkes', 'kemdagri', 'kemristek', 'dikti', 'kemenpan', 'RIBU', 'kemenkumham', 'dan', 'bahas', 'DIM', 'RUU', 'tentang', 'bidan', 'kait', 'konsil', 'bidan', 'di', 'ruang', 'rapat', 'komisi', 'IX', 'DPR', 'RI', 'jakarta']","['hari', 'gelar', 'rapat', 'kerja', 'sama', 'kemenkumham', 'bahas', 'RUU', 'tentang', 'kait', 'konsil', 'ruang', 'rapat', 'komisi', 'IX', 'DPR', 'RI', 'jakarta']","['ini', 'kemenkes', 'kemdagri', 'kemristek', 'dikti', 'kemenpan', 'RIBU', 'dan', 'DIM', 'bidan', 'bidan', 'di']"
