no,timestamp,teks,teks_processed,ground_truth_mean,ground_truth_scaled,sd_annotator,ground_truth_category,tokens,matched_words,ignored_words,unmatched_words
7681,2017-03-15T14:57:06.000Z,Keluhan Rakyat tidak dihiraukan oleh wakil RAKYAT sperti kenaikan Listrik tidak ada kebijakan penyesuain Ekonomi Rakyat Spt Mencekik leher,keluhan rakyat tidak dihiraukan oleh wakil RAKYAT seperti kenaikan listrik tidak ada kebijakan penyesuain ekonomi rakyat seperti mencekik leher,-3.2,-0.8,0.8366600265340756,negative,"['keluhan', 'rakyat', 'tidak', 'dihiraukan', 'oleh', 'wakil', 'RAKYAT', 'seperti', 'kenaikan', 'listrik', 'tidak', 'ada', 'kebijakan', 'penyesuain', 'ekonomi', 'rakyat', 'seperti', 'mencekik', 'leher']","['keluhan', 'rakyat', 'dihiraukan', 'wakil', 'RAKYAT', 'seperti', 'kenaikan', 'listrik', 'ada', 'kebijakan', 'ekonomi', 'rakyat', 'seperti', 'mencekik']","['tidak', 'oleh', 'tidak']","['penyesuain', 'leher']"
7789,2017-03-09T04:16:00.000Z,APAKAH BENAR DPR RI rumah aspirasi rakyat ????? Mengapa TDK semuanya aspirasi tersampaikan ????,APAKAH BENAR DPR RI rumah aspirasi rakyat ? ? mengapa TIDAK semuanya aspirasi tersampaikan ? ?,-2.0,-0.5,0.0,negative,"['APAKAH', 'BENAR', 'DPR', 'RI', 'rumah', 'aspirasi', 'rakyat', '?', '?', 'mengapa', 'TIDAK', 'semuanya', 'aspirasi', 'tersampaikan', '?', '?']","['BENAR', 'DPR', 'RI', 'rumah', 'aspirasi', 'rakyat', 'semuanya', 'aspirasi']",['TIDAK'],"['APAKAH', '?', '?', 'mengapa', 'tersampaikan', '?', '?']"
7818,2017-03-06T12:28:35.000Z,Reses Ketua Komisi VIII DPR RI Kunjungi MUI Tangsel,reses ketua komisi VII DPR RI kunjungi MUI tangsel,0.0,0.0,0.0,neutral,"['reses', 'ketua', 'komisi', 'VII', 'DPR', 'RI', 'kunjungi', 'MUI', 'tangsel']","['reses', 'ketua', 'komisi', 'VII', 'DPR', 'RI', 'kunjungi', 'tangsel']",[],['MUI']
7860,2017-03-02T01:16:00.000Z,Raja Salman akan Bertemu Pimpinan DPR Meski masa reses anggota DPR diimbau hadir saat pidato Raja VivaNews,raja salman akan bertemu pimpinan DPR meski masa reses anggota DPR diimbau hadir saat pidato raja vivanews,0.0,0.0,0.0,neutral,"['raja', 'salman', 'akan', 'bertemu', 'pimpinan', 'DPR', 'meski', 'masa', 'reses', 'anggota', 'DPR', 'diimbau', 'hadir', 'saat', 'pidato', 'raja', 'vivanews']","['bertemu', 'pimpinan', 'DPR', 'meski', 'masa', 'reses', 'anggota', 'DPR', 'diimbau', 'hadir', 'pidato']",[],"['raja', 'salman', 'akan', 'saat', 'raja', 'vivanews']"
7881,2017-02-28T12:29:36.000Z,DPR Terkini Rapat Paripurna DPR RI Setujui Lima Anggota BSBI,DPR terkini rapat paripurna DPR RI setujui lima anggota BSBI,0.0,0.0,0.0,neutral,"['DPR', 'terkini', 'rapat', 'paripurna', 'DPR', 'RI', 'setujui', 'lima', 'anggota', 'BSBI']","['DPR', 'terkini', 'rapat', 'paripurna', 'DPR', 'RI', 'setujui', 'anggota']",[],"['lima', 'BSBI']"
7891,2017-02-28T05:17:24.000Z,Anggota DPR RI Reses Iskandar Jelaskan Kondisi OKI,anggota DPR RI reses iskandar jelaskan kondisi OKI,0.0,0.0,0.0,neutral,"['anggota', 'DPR', 'RI', 'reses', 'iskandar', 'jelaskan', 'kondisi', 'OKI']","['anggota', 'DPR', 'RI', 'reses']",[],"['iskandar', 'jelaskan', 'kondisi', 'OKI']"
8066,2017-02-10T14:03:31.000Z,RUU Sistem Perbukuan Kelar Dibahas info,RUU sistem perbukuan kelar dibahas info,0.6,0.15,0.5477225575051662,positive,"['RUU', 'sistem', 'perbukuan', 'kelar', 'dibahas', 'info']","['RUU', 'sistem', 'perbukuan', 'kelar', 'dibahas', 'info']",[],[]
8083,2017-02-08T14:17:25.000Z,RDP Dengan Komisi X DPR RI Wakil Ketua APKASI Minta RUU PNPB Lebih Berkeadilan Kepada Daerah Go Riau,RDP dengan komisi kali DPR RI wakil ketua APKASI meminta RUU PNPB lebih berkeadilan kepada daerah go riau,0.8,0.2,0.447213595499958,positive,"['RDP', 'dengan', 'komisi', 'kali', 'DPR', 'RI', 'wakil', 'ketua', 'APKASI', 'meminta', 'RUU', 'PNPB', 'lebih', 'berkeadilan', 'kepada', 'daerah', 'go', 'riau']","['RDP', 'komisi', 'DPR', 'RI', 'wakil', 'ketua', 'meminta', 'RUU', 'lebih', 'berkeadilan', 'kepada', 'daerah', 'riau']",[],"['dengan', 'kali', 'APKASI', 'PNPB', 'go']"
8100,2017-02-08T09:14:24.000Z,RUU Kebudayaan Diharapkan Tingkatkan Ketahanan Budaya info,RUU kebudayaan diharapkan tingkatkan ketahanan budaya info,0.8,0.2,0.4472135954999579,positive,"['RUU', 'kebudayaan', 'diharapkan', 'tingkatkan', 'ketahanan', 'budaya', 'info']","['RUU', 'kebudayaan', 'diharapkan', 'tingkatkan', 'ketahanan', 'budaya', 'info']",[],[]
8112,2017-02-07T22:04:35.000Z,DPR RI Undang Ichsan YL Rumuskan RUU Kepalang Merahan,DPR RI undang ichsan YL rumuskan RUU kepalang merahan,0.6,0.15,0.5477225575051662,positive,"['DPR', 'RI', 'undang', 'ichsan', 'YL', 'rumuskan', 'RUU', 'kepalang', 'merahan']","['DPR', 'RI', 'undang', 'rumuskan', 'RUU', 'kepalang']",[],"['ichsan', 'YL', 'merahan']"
8132,2017-02-06T04:20:27.000Z,Panja Komisi VIII DPR RI RUU ttg Penyelenggaraan Ibadah Haji dan Umrah RDP Kepala Pusat Kesehatan Haji Kemenkes Dipimpin Deding Ishak,panja komisi VII DPR RI RUU tentang penyelenggaraan ibadah haji dan umrah RDP kepala pusat kesehatan haji kemenkes dipimpin deding ishak,0.0,0.0,0.0,neutral,"['panja', 'komisi', 'VII', 'DPR', 'RI', 'RUU', 'tentang', 'penyelenggaraan', 'ibadah', 'haji', 'dan', 'umrah', 'RDP', 'kepala', 'pusat', 'kesehatan', 'haji', 'kemenkes', 'dipimpin', 'deding', 'ishak']","['panja', 'komisi', 'VII', 'DPR', 'RI', 'RUU', 'tentang', 'penyelenggaraan', 'ibadah', 'RDP', 'kepala', 'pusat', 'kesehatan', 'dipimpin']",[],"['haji', 'dan', 'umrah', 'haji', 'kemenkes', 'deding', 'ishak']"
8171,2017-02-01T02:14:23.000Z,Mari bersama cegah korupsi! karya,mari bersama cegah korupsi ! karya,0.8,0.2,0.4472135954999579,positive,"['mari', 'bersama', 'cegah', 'korupsi', '!', 'karya']","['mari', 'bersama', 'cegah', 'korupsi', 'karya']",[],['!']
8182,2017-01-31T07:08:16.000Z,Anggota DPR Kebijakan Trump Menodai Citra AS,anggota DPR kebijakan trump menodai citra AS,-0.4,-0.1,0.8944271909999161,negative,"['anggota', 'DPR', 'kebijakan', 'trump', 'menodai', 'citra', 'AS']","['anggota', 'DPR', 'kebijakan', 'menodai', 'citra']",[],"['trump', 'AS']"
8190,2017-01-31T04:51:42.000Z,Reses Anggota DPR RI Venna Melinda SE via,reses anggota DPR RI venna melinda SE via,0.0,0.0,0.0,neutral,"['reses', 'anggota', 'DPR', 'RI', 'venna', 'melinda', 'SE', 'via']","['reses', 'anggota', 'DPR', 'RI']",[],"['venna', 'melinda', 'SE', 'via']"
8201,2017-01-30T13:48:42.000Z,Wacana Penambahan Jumlah Anggota DPR RI Ini Kata Ketua Pansus RUU Pemilu Lukman Edy Go Riau,wacana penambahan jumlah anggota DPR RI ini kata ketua pansus RUU pemilu lukman edy go riau,-0.4,-0.1,0.5477225575051662,negative,"['wacana', 'penambahan', 'jumlah', 'anggota', 'DPR', 'RI', 'ini', 'kata', 'ketua', 'pansus', 'RUU', 'pemilu', 'lukman', 'edy', 'go', 'riau']","['wacana', 'penambahan', 'anggota', 'DPR', 'RI', 'kata', 'ketua', 'pansus', 'RUU', 'pemilu', 'riau']",[],"['jumlah', 'ini', 'lukman', 'edy', 'go']"
8247,2017-01-25T18:25:32.000Z,Memberikan masukan penyusunan RUU Migas,memberikan masukan penyusunan RUU migas,0.0,0.0,0.0,neutral,"['memberikan', 'masukan', 'penyusunan', 'RUU', 'migas']","['masukan', 'penyusunan', 'RUU', 'migas']",[],['memberikan']
8288,2017-01-24T16:23:12.000Z,Bendera Merah Putih Dan Kalimat Tauhid Pada Rapat Paripurna DPR RI ke via,bendera merah putih dan kalimat tauhid pada rapat paripurna DPR RI ke via,0.0,0.0,0.0,neutral,"['bendera', 'merah', 'putih', 'dan', 'kalimat', 'tauhid', 'pada', 'rapat', 'paripurna', 'DPR', 'RI', 'ke', 'via']","['bendera', 'merah', 'putih', 'kalimat', 'rapat', 'paripurna', 'DPR', 'RI']",['pada'],"['dan', 'tauhid', 'ke', 'via']"
8309,2017-01-24T07:14:38.000Z,Bab Larangan dalam RUU Larangan Minol Belum Capai Titik Temu,bab larangan dalam RUU larangan minol belum capai titik temu,-0.6,-0.15,0.5477225575051662,negative,"['bab', 'larangan', 'dalam', 'RUU', 'larangan', 'minol', 'belum', 'capai', 'titik', 'temu']","['bab', 'larangan', 'dalam', 'RUU', 'larangan', 'capai', 'titik', 'temu']",[],"['minol', 'belum']"
8329,2017-01-24T02:29:50.000Z,Nah! Kebijakan bermutu bermanfaat perlindungan bangsa,nah ! kebijakan bermutu bermanfaat perlindungan bangsa,1.6,0.4,0.5477225575051661,positive,"['nah', '!', 'kebijakan', 'bermutu', 'bermanfaat', 'perlindungan', 'bangsa']","['kebijakan', 'bermutu', 'bermanfaat', 'perlindungan']",[],"['nah', '!', 'bangsa']"
8336,2017-01-24T00:04:09.000Z,Selamat pagi Jadwal Rapat Selasa Januari RAPAT PARIPURNA DPR RI KE MS III TS Pukul,selamat pagi jadwal rapat selasa januari RAPAT PARIPURNA DPR RI KE MASIH II TS pukul,0.0,0.0,0.0,neutral,"['selamat', 'pagi', 'jadwal', 'rapat', 'selasa', 'januari', 'RAPAT', 'PARIPURNA', 'DPR', 'RI', 'KE', 'MASIH', 'II', 'TS', 'pukul']","['selamat', 'pagi', 'rapat', 'selasa', 'januari', 'RAPAT', 'PARIPURNA', 'DPR', 'RI', 'MASIH', 'II', 'pukul']",[],"['jadwal', 'KE', 'TS']"
8389,2017-01-16T11:46:42.000Z,Wakhhhh masih belum juga Giliran antrian yaa ?,wakhh masih belum juga giliran antrian ya ?,-1.2,-0.3,0.4472135954999579,negative,"['wakhh', 'masih', 'belum', 'juga', 'giliran', 'antrian', 'ya', '?']","['masih', 'giliran']",['ya'],"['wakhh', 'belum', 'juga', 'antrian', '?']"
8553,2018-12-29T00:14:21.000Z,Udah seharusnya gtu mbak jgn lagi ada wakil rakyat yg sukanya ngeHoax Bukan sibuk ngurusi RUU ini malah sibuk ngurusi kepentingan parpol dan Perutnya SenayanGantiPolaPikir,sudah seharusnya begitu mbak jangan lagi ada wakil rakyat yang sukanya ngehoax bukan sibuk ngurusi RUU ini malah sibuk ngurusi kepentingan parpol dan perutnya senayangantipolapikir,-2.4,-0.6,0.5477225575051661,negative,"['sudah', 'seharusnya', 'begitu', 'mbak', 'jangan', 'lagi', 'ada', 'wakil', 'rakyat', 'yang', 'sukanya', 'ngehoax', 'bukan', 'sibuk', 'ngurusi', 'RUU', 'ini', 'malah', 'sibuk', 'ngurusi', 'kepentingan', 'parpol', 'dan', 'perutnya', 'senayangantipolapikir']","['lagi', 'ada', 'wakil', 'rakyat', 'ngehoax', 'sibuk', 'RUU', 'sibuk', 'kepentingan', 'parpol', 'senayangantipolapikir']","['sudah', 'jangan', 'yang', 'bukan']","['seharusnya', 'begitu', 'mbak', 'sukanya', 'ngurusi', 'ini', 'malah', 'ngurusi', 'dan', 'perutnya']"
8558,2018-12-28T10:54:52.000Z,Sebuah NGO berikrar mengadakan kempen bergerak seluruh negara untuk menyemarakkan sokongan orang ramai bagi petisyen Penggubalan Undang Undang Anti Lompat dan Peruntukan Kewangan Setara Wakil Rakyat Pengerusi,sebuah NGO berikrar mengadakan kempen bergerak seluruh negara untuk menyemarakkan sokongan orang ramai bagi petisyen penggubalan undang undang anti lompat dan peruntukan kewangan setara wakil rakyat pengerusi,0.8,0.2,0.447213595499958,positive,"['sebuah', 'NGO', 'berikrar', 'mengadakan', 'kempen', 'bergerak', 'seluruh', 'negara', 'untuk', 'menyemarakkan', 'sokongan', 'orang', 'ramai', 'bagi', 'petisyen', 'penggubalan', 'undang', 'undang', 'anti', 'lompat', 'dan', 'peruntukan', 'kewangan', 'setara', 'wakil', 'rakyat', 'pengerusi']","['NGO', 'seluruh', 'negara', 'menyemarakkan', 'sokongan', 'orang', 'ramai', 'bagi', 'petisyen', 'penggubalan', 'undang', 'undang', 'anti', 'peruntukan', 'kewangan', 'setara', 'wakil', 'rakyat', 'pengerusi']",[],"['sebuah', 'berikrar', 'mengadakan', 'kempen', 'bergerak', 'untuk', 'lompat', 'dan']"
8588,2018-12-24T10:41:22.000Z,Ga punya buktinya ga faham alur kebijakan Negara yg melibatkan Parpol Legislatornya itu aja dah ketahuan Anggota DPR yg suka nyinyir OTAKNYA MATI krn mrk sama sling menyetujui trus Anggota DPR yg tolol personal pada protes Artinya banyak Anggota DPR Goblok bin Tolol,tidak punya buktinya tidak faham alur kebijakan negara yang melibatkan parpol legislatornya itu saja deh ketahuan anggota DPR yang suka nyinyir OTAKNYA MATI karena mereka sama saling menyetujui terus anggota DPR yang tolol personal pada protes artinya banyak anggota DPR goblok bin tolol,-4.0,-1.0,0.0,negative,"['tidak', 'punya', 'buktinya', 'tidak', 'faham', 'alur', 'kebijakan', 'negara', 'yang', 'melibatkan', 'parpol', 'legislatornya', 'itu', 'saja', 'deh', 'ketahuan', 'anggota', 'DPR', 'yang', 'suka', 'nyinyir', 'OTAKNYA', 'MATI', 'karena', 'mereka', 'sama', 'saling', 'menyetujui', 'terus', 'anggota', 'DPR', 'yang', 'tolol', 'personal', 'pada', 'protes', 'artinya', 'banyak', 'anggota', 'DPR', 'goblok', 'bin', 'tolol']","['punya', 'alur', 'kebijakan', 'negara', 'melibatkan', 'parpol', 'legislatornya', 'saja', 'ketahuan', 'anggota', 'DPR', 'suka', 'nyinyir', 'OTAKNYA', 'MATI', 'mereka', 'sama', 'menyetujui', 'anggota', 'DPR', 'tolol', 'protes', 'banyak', 'anggota', 'DPR', 'goblok', 'tolol']","['tidak', 'tidak', 'yang', 'itu', 'yang', 'karena', 'yang', 'pada']","['buktinya', 'faham', 'deh', 'saling', 'terus', 'personal', 'artinya', 'bin']"
8592,2018-12-24T09:04:26.000Z,this NGO rakyat dah menyampah,this NGO rakyat deh menyampah,-1.0,-0.25,1.4142135623730951,negative,"['this', 'NGO', 'rakyat', 'deh', 'menyampah']","['NGO', 'rakyat', 'menyampah']",[],"['this', 'deh']"
8621,2018-12-21T21:19:08.000Z,UU ITE? Dari DPR RI UU Tipikor? Dari DPR RI RUU Pesantren dan Pendidikan Agama CMIIW ? Dari DPR RI juga Mulai sadar yg bikin kacau negara siapa?,UU ITE ? dari DPR RI UU tipikor ? dari DPR RI RUU pesantren dan pendidikan agama CMIIW ? dari DPR RI juga mulai sadar yang bikin kacau negara siapa ?,-3.4,-0.85,0.8944271909999159,negative,"['UU', 'ITE', '?', 'dari', 'DPR', 'RI', 'UU', 'tipikor', '?', 'dari', 'DPR', 'RI', 'RUU', 'pesantren', 'dan', 'pendidikan', 'agama', 'CMIIW', '?', 'dari', 'DPR', 'RI', 'juga', 'mulai', 'sadar', 'yang', 'bikin', 'kacau', 'negara', 'siapa', '?']","['UU', 'ITE', 'DPR', 'RI', 'UU', 'tipikor', 'DPR', 'RI', 'RUU', 'pesantren', 'pendidikan', 'agama', 'DPR', 'RI', 'mulai', 'sadar', 'kacau', 'negara']","['dari', 'dari', 'dari', 'yang', 'siapa']","['?', '?', 'dan', 'CMIIW', '?', 'juga', 'bikin', '?']"
8622,2018-12-21T21:19:07.000Z,Anggota DPR RI tuh ada orang semua dipilih langsung oleh masyarakat atau dari partai dan mereka yang juga ikut serta menjalankan negara ini lewat fungsi legislatif Mereka yang bikin hukum dan undang undang coy!!,anggota DPR RI tuh ada orang semua dipilih langsung oleh masyarakat atau dari partai dan mereka yang juga ikut serta menjalankan negara ini lewat fungsi legislatif mereka yang bikin hukum dan undang undang coy ! !,0.2,0.05,0.447213595499958,positive,"['anggota', 'DPR', 'RI', 'tuh', 'ada', 'orang', 'semua', 'dipilih', 'langsung', 'oleh', 'masyarakat', 'atau', 'dari', 'partai', 'dan', 'mereka', 'yang', 'juga', 'ikut', 'serta', 'menjalankan', 'negara', 'ini', 'lewat', 'fungsi', 'legislatif', 'mereka', 'yang', 'bikin', 'hukum', 'dan', 'undang', 'undang', 'coy', '!', '!']","['anggota', 'DPR', 'RI', 'ada', 'orang', 'semua', 'langsung', 'masyarakat', 'partai', 'mereka', 'ikut', 'serta', 'negara', 'lewat', 'fungsi', 'legislatif', 'mereka', 'hukum', 'undang', 'undang']","['oleh', 'dari', 'yang', 'yang']","['tuh', 'dipilih', 'atau', 'dan', 'juga', 'menjalankan', 'ini', 'bikin', 'dan', 'coy', '!', '!']"
8640,2018-12-20T12:00:33.000Z,RUU PKS apa kabar????,RUU PKS apa kabar ? ?,-0.8,-0.2,0.4472135954999579,negative,"['RUU', 'PKS', 'apa', 'kabar', '?', '?']","['RUU', 'PKS', 'kabar']",['apa'],"['?', '?']"
8726,2018-12-15T04:22:41.000Z,Wakil Ketua Komisi VIII DPR RI Tubagus Ace Hasan mengatakan DPR siap melaksanakan putusan MK untuk mengubah Undang Undang Perkawinan dengan tenggat waktu tiga tahun Namun ia belum bisa memastikan kapan pembahasan revisi UU tersebut bisa selesai InfoSonora,wakil ketua komisi VII DPR RI tubagus ace hasan mengatakan DPR siap melaksanakan putusan MAKA untuk mengubah undang undang perkawinan dengan tenggat waktu tiga tahun tetapi ia belum bisa memastikan kapan pembahasan revisi UU tersebut bisa selesai infosonora,0.6,0.15,0.5477225575051662,positive,"['wakil', 'ketua', 'komisi', 'VII', 'DPR', 'RI', 'tubagus', 'ace', 'hasan', 'mengatakan', 'DPR', 'siap', 'melaksanakan', 'putusan', 'MAKA', 'untuk', 'mengubah', 'undang', 'undang', 'perkawinan', 'dengan', 'tenggat', 'waktu', 'tiga', 'tahun', 'tetapi', 'ia', 'belum', 'bisa', 'memastikan', 'kapan', 'pembahasan', 'revisi', 'UU', 'tersebut', 'bisa', 'selesai', 'infosonora']","['wakil', 'ketua', 'komisi', 'VII', 'DPR', 'RI', 'hasan', 'mengatakan', 'DPR', 'siap', 'melaksanakan', 'putusan', 'mengubah', 'undang', 'undang', 'perkawinan', 'tenggat', 'waktu', 'tahun', 'memastikan', 'pembahasan', 'revisi', 'UU', 'tersebut', 'selesai']",[],"['tubagus', 'ace', 'MAKA', 'untuk', 'dengan', 'tiga', 'tetapi', 'ia', 'belum', 'bisa', 'kapan', 'bisa', 'infosonora']"
8747,2018-12-14T04:45:46.000Z,MK Kabulkan Gugatan Batas Usia DPR Diminta Segera Revisi UU Perkawinan Usia minimal perkawinan itu harus diharmonisasikan dengan usia anak dalam undang undang perlindungan anak PerkawinanAnak,MAKA kabulkan gugatan batas usia DPR diminta segera revisi UU perkawinan usia minimal perkawinan itu harus diharmonisasikan dengan usia anak dalam undang undang perlindungan anak perkawinananak,-0.2,-0.05,0.8366600265340756,negative,"['MAKA', 'kabulkan', 'gugatan', 'batas', 'usia', 'DPR', 'diminta', 'segera', 'revisi', 'UU', 'perkawinan', 'usia', 'minimal', 'perkawinan', 'itu', 'harus', 'diharmonisasikan', 'dengan', 'usia', 'anak', 'dalam', 'undang', 'undang', 'perlindungan', 'anak', 'perkawinananak']","['kabulkan', 'gugatan', 'batas', 'DPR', 'segera', 'revisi', 'UU', 'perkawinan', 'minimal', 'perkawinan', 'diharmonisasikan', 'anak', 'dalam', 'undang', 'undang', 'perlindungan', 'anak']","['itu', 'harus']","['MAKA', 'usia', 'diminta', 'usia', 'dengan', 'usia', 'perkawinananak']"
8762,2018-12-13T12:28:34.000Z,Mahkamah Konstitusi MK memberi tenggat waktu tiga tahun kepada DPR RI untuk mengubah ketentuan batas usia menikah yang diatur dalam Pasal Ayat Undang Undang UU Nomor Tahun,mahkamah konstitusi MAKA memberi tenggat waktu tiga tahun kepada DPR RI untuk mengubah ketentuan batas usia menikah yang diatur dalam pasal ayat undang undang UU nomor tahun,0.0,0.0,0.0,neutral,"['mahkamah', 'konstitusi', 'MAKA', 'memberi', 'tenggat', 'waktu', 'tiga', 'tahun', 'kepada', 'DPR', 'RI', 'untuk', 'mengubah', 'ketentuan', 'batas', 'usia', 'menikah', 'yang', 'diatur', 'dalam', 'pasal', 'ayat', 'undang', 'undang', 'UU', 'nomor', 'tahun']","['mahkamah', 'konstitusi', 'memberi', 'tenggat', 'waktu', 'tahun', 'kepada', 'DPR', 'RI', 'mengubah', 'ketentuan', 'batas', 'menikah', 'diatur', 'dalam', 'pasal', 'ayat', 'undang', 'undang', 'UU', 'tahun']",['yang'],"['MAKA', 'tiga', 'untuk', 'usia', 'nomor']"
8770,2018-12-13T10:26:58.000Z,kom Penanya mahasiswa IPB ttg kebijakan impor ketergantungan impor merupakan kebijakan yg ada setiap tahun dmn komoditas pangan impor nah yg ingin sy tanyakan kpd anggota DPR apakah impor memang perlu dilakukan?,kom penanya mahasiswa IPB tentang kebijakan impor ketergantungan impor merupakan kebijakan yang ada setiap tahun dimana komoditas pangan impor nah yang ingin saya tanyakan kepada anggota DPR apakah impor memang perlu dilakukan ?,0.0,0.0,0.0,neutral,"['kom', 'penanya', 'mahasiswa', 'IPB', 'tentang', 'kebijakan', 'impor', 'ketergantungan', 'impor', 'merupakan', 'kebijakan', 'yang', 'ada', 'setiap', 'tahun', 'dimana', 'komoditas', 'pangan', 'impor', 'nah', 'yang', 'ingin', 'saya', 'tanyakan', 'kepada', 'anggota', 'DPR', 'apakah', 'impor', 'memang', 'perlu', 'dilakukan', '?']","['mahasiswa', 'tentang', 'kebijakan', 'impor', 'impor', 'kebijakan', 'ada', 'tahun', 'komoditas', 'pangan', 'impor', 'kepada', 'anggota', 'DPR', 'impor', 'memang', 'perlu']","['yang', 'yang', 'saya']","['kom', 'penanya', 'IPB', 'ketergantungan', 'merupakan', 'setiap', 'dimana', 'nah', 'ingin', 'tanyakan', 'apakah', 'dilakukan', '?']"
8823,2018-12-10T10:15:31.000Z,Korupsi yang melibatkan banyak wakil rakyat selain di Sumatera Utara juga terjadi di Kota Malang Jawa Timur Sebanyak dari anggota DPRD Kota Malang terjerat kasus korupsi pengesahan APBD HariAntiKorupsi,korupsi yang melibatkan banyak wakil rakyat selain di sumatera utara juga terjadi di kota malang jawa timur sebanyak dari anggota DPRD kota malang terjerat kasus korupsi pengesahan APBD hariantikorupsi,-2.4,-0.6,1.3416407864998738,negative,"['korupsi', 'yang', 'melibatkan', 'banyak', 'wakil', 'rakyat', 'selain', 'di', 'sumatera', 'utara', 'juga', 'terjadi', 'di', 'kota', 'malang', 'jawa', 'timur', 'sebanyak', 'dari', 'anggota', 'DPRD', 'kota', 'malang', 'terjerat', 'kasus', 'korupsi', 'pengesahan', 'APBD', 'hariantikorupsi']","['korupsi', 'melibatkan', 'banyak', 'wakil', 'rakyat', 'sumatera', 'terjadi', 'kota', 'malang', 'jawa', 'anggota', 'DPRD', 'kota', 'malang', 'terjerat', 'kasus', 'korupsi', 'pengesahan', 'APBD', 'hariantikorupsi']","['yang', 'dari']","['selain', 'di', 'utara', 'juga', 'di', 'timur', 'sebanyak']"
8827,2018-12-10T09:12:02.000Z,pilih wakil rakyat gak cukup krn populeritas mereka apalgi mereka artis blm pernah terbukti wakil rakyat dri artis mereka bisa memahami aspirasi rakyat pilih wakil yg cerdas dan berkualitas serta muslim dan soleh kaya bang fahri dan uni fahira idris,pilih wakil rakyat tidak cukup karena populeritas mereka apalagi mereka artis belum pernah terbukti wakil rakyat dari artis mereka bisa memahami aspirasi rakyat pilih wakil yang cerdas dan berkualitas serta muslim dan soleh seperti bang fahri dan uni fahira idris,0.4,0.1,0.8944271909999159,positive,"['pilih', 'wakil', 'rakyat', 'tidak', 'cukup', 'karena', 'populeritas', 'mereka', 'apalagi', 'mereka', 'artis', 'belum', 'pernah', 'terbukti', 'wakil', 'rakyat', 'dari', 'artis', 'mereka', 'bisa', 'memahami', 'aspirasi', 'rakyat', 'pilih', 'wakil', 'yang', 'cerdas', 'dan', 'berkualitas', 'serta', 'muslim', 'dan', 'soleh', 'seperti', 'bang', 'fahri', 'dan', 'uni', 'fahira', 'idris']","['pilih', 'wakil', 'rakyat', 'cukup', 'mereka', 'mereka', 'artis', 'terbukti', 'wakil', 'rakyat', 'artis', 'mereka', 'memahami', 'aspirasi', 'rakyat', 'pilih', 'wakil', 'berkualitas', 'serta', 'muslim', 'soleh', 'seperti', 'bang']","['tidak', 'karena', 'dari', 'yang']","['populeritas', 'apalagi', 'belum', 'pernah', 'bisa', 'cerdas', 'dan', 'dan', 'fahri', 'dan', 'uni', 'fahira', 'idris']"
8843,2018-12-09T10:53:48.000Z,Alasan reses kerap digunakan oleh para anggota DPR RI atas rendahnya kinerja mereka dan atas seringnya terjadi bolos hampir disetiap sidang yang disorot publik Sedangkan hampir seluruh rakyat Indonesia mengaku tak pernah dikunjungi dalam kegiatan reses PSIbersihbersihDPR,alasan reses kerap digunakan oleh para anggota DPR RI atas rendahnya kinerja mereka dan atas seringnya terjadi bolos hampir disetiap sidang yang disorot publik sedangkan hampir seluruh rakyat indonesia mengaku tak pernah dikunjungi dalam kegiatan reses psibersihbersihdpr,-3.4,-0.85,0.8944271909999159,negative,"['alasan', 'reses', 'kerap', 'digunakan', 'oleh', 'para', 'anggota', 'DPR', 'RI', 'atas', 'rendahnya', 'kinerja', 'mereka', 'dan', 'atas', 'seringnya', 'terjadi', 'bolos', 'hampir', 'disetiap', 'sidang', 'yang', 'disorot', 'publik', 'sedangkan', 'hampir', 'seluruh', 'rakyat', 'indonesia', 'mengaku', 'tak', 'pernah', 'dikunjungi', 'dalam', 'kegiatan', 'reses', 'psibersihbersihdpr']","['reses', 'para', 'anggota', 'DPR', 'RI', 'atas', 'kinerja', 'mereka', 'atas', 'terjadi', 'bolos', 'sidang', 'publik', 'seluruh', 'rakyat', 'indonesia', 'dikunjungi', 'dalam', 'kegiatan', 'reses', 'psibersihbersihdpr']","['oleh', 'yang']","['alasan', 'kerap', 'digunakan', 'rendahnya', 'dan', 'seringnya', 'hampir', 'disetiap', 'disorot', 'sedangkan', 'hampir', 'mengaku', 'tak', 'pernah']"
