no,timestamp,teks,teks_processed,ground_truth_mean,ground_truth_scaled,sd_annotator,ground_truth_category
12924,2024-12-03T16:10:51.000Z,South Korea s National Assembly has passed a resolution to lift the martial law,south korea si national assembly has passed a resolution tetapi lift the martial law,0.0,0.0,0.0,neutral
12928,2024-12-03T14:48:32.000Z,Kok pada nyalahin jokowi ? Yg buat undang undang yg mengawasi jalannya pemerintahan DPR Kalau mau menyalahkan atau memaki hujat itu anggota DPR Makhluk ga ada guna,kok pada salah jokowi ? yang buat undang undang yang awas jalan pemerintah DPR jika mau salah atau maki hujat itu anggota DPR makhluk tidak ada penggunaan,-3.2,-0.8,1.3038404810405297,negative
12953,2024-11-30T02:13:37.000Z,Ketua DPR RI Puan Maharani menyambut baik kebijakan pemerintah yang akan menaikkan gaji guru PeningkatanKesejahteraanGuru PendidikanBerkualitas GuruIndonesia KesejahteraanGuru DukungGuru PahlawanTanpaTandaJasa ASN GuruHonorer HariGuru IndonesiaMaju Viral Fyp,ketua DPR RI puan maharani sambut baik kebijakan pemerintah yang akan naik gaji guru peningkatankesejahteraanguru pendidikanberkualitas guruindonesia kesejahteraanguru dukungguru pahlawantanpatandajasa ASN guruhonorer hariguru indonesiamaju viral fyp,1.0,0.25,0.0,positive
12984,2025-11-14T09:43:17.000Z,Ketua DPR RI Menanggapi Soal Putusan MKD Perihal Kesetjenan DPR RI Untuk Memotong Anggaran Reses Anggota DPR Dari Titik Menjadi Titik Ya karena titiknya berkurang ya harusnya akan ada pengurangan anggaran,ketua DPR RI tanggap soal keputusan MKD perihal kesetjenan DPR RI untuk potong anggaran reses anggota DPR dari titik jadi titik ya karena titik kurang ya harus akan ada kurang anggaran,0.0,0.0,0.0,neutral
12994,2025-11-14T06:27:39.000Z,Seorang politisi berbicara tentang Helsinki dgn narasi yg menyedihkan Posisi sbg DPR RI tdk membuat dia sadar akan tugasnya yaitu menyuarakan aspirasi rakyat tak terkecuali Daerah Dia lupa Helsinki itu di tulis dengan Tinta Darah!!!,orang politis bicara tentang helsinki dengan narasi yang sedih posisi bagai DPR RI tidak buat dia sadar akan tugas yaitu suara aspirasi rakyat tak kecuali daerah dia lupa helsinki itu di tulis dengan tinta darah ! !,-2.4,-0.6,0.5477225575051661,negative
13032,2025-11-11T14:24:58.000Z,Hai SahabatBahari Selasa November Badan Mutu KKP Mataram melakukan Penyambutan Tim Kunjungan Kerja RUU Pangan Komisi IV DPR RI ke Provinsi Nusa Tenggara Barat di Bandara Zainuddin Abdul Madjid BPPMHKP,hai sahabatbahari selasa november badan mutu KKP mataram pelaksanaan sambut tim kunjung kerja RUU pangan komisi IV DPR RI ke provinsi nusa tenggara barat di bandara zainuddin abdul madjid BPPMHKP,0.4,0.1,0.5477225575051662,positive
13057,2025-11-10T15:20:53.000Z,gue nggak bodoh bodoh amat gue deserve punya presiden dan wakil presiden yang pinter yang bisa bikin kebijakan sbg solusi dari AKAR masalah gue deserve punya menteri yang kompeten wakil rakyat yang berpihak sama gue kita nih salah apa sih sebagai masyarakat,saya tidak bodoh bodoh banget saya deserve punya presiden dan wakil presiden yang pintar yang dapat bikin kebijakan bagai solusi dari AKAR masalah saya deserve punya menteri yang kompeten wakil rakyat yang pihak sama saya kita ini salah apa sih bagai masyarakat,-1.8,-0.45,1.3038404810405297,negative
13138,2025-11-05T04:02:54.000Z,Gpp lah boss DANA RESES DPRRI aja uang APBN UANG RAKYAT JUGA MANFAAT RESES APA ??? hanya mendengarkan aspirasi rakyat lalu dicatat lalu catatan nya di buang !!! DANA RESES DPR BAGUSNYA BUAT BAYAR UTANG HITUNG BANTU RAKYAT LAH KAN WAKIL RAKYAT !!!,enggak apa - apa lah bos DANA RESES DPRRI saja uang APBN UANG RAKYAT JUGA MANFAAT RESES APA ? ? hanya dengar aspirasi rakyat lalu catat lalu catat nya di buang ! ! DANA RESES DPR BAGUS BUAT BAYAR UTANG HITUNG BANTU RAKYAT LAH KAN WAKIL RAKYAT ! !,-3.6,-0.9,0.5477225575051661,negative
13174,2025-11-02T16:04:00.000Z,Sabtu November pukul WIB bertempat di Hotel Grand El Hajj Cipondoh telah dilaksanakan kegiatan Konsolidasi dan Reses Prof Dr H Sufmi Dasco Ahmad Wakil Ketua DPR RI yang diselenggarakan oleh DPC Partai Gerindra Kota Tangerang JagaJakarta polriuntukmasyarakat,sabtu november pukul WIB tempat di hotel grand el hajj cipondoh telah laksana giat konsolidasi dan reses prof dari h sufmi dasco ahmad wakil ketua DPR RI yang penyelenggaraan oleh DPC partai gerindra kota tangerang jagajakarta polriuntukmasyarakat,0.8,0.2,0.44721359549995804,positive
13190,2025-11-01T03:36:57.000Z,Ia menilai kebijakan pensiun seumur hidup untuk anggota DPR tidak adil apalagi jika dibandingkan dengan nasib rakyat biasa yang harus kerja seumur hidup tanpa jaminan sejenis,ia nilai kebijakan pensiun umur hidup untuk anggota DPR tidak adil apalagi jika banding dengan nasib rakyat biasa yang harus kerja umur hidup tanpa jamin jenis,-2.6,-0.65,0.5477225575051661,negative
